File,aid,Date,2,3,17,33,49,65,81,97,113,129,145,161,177
QC_Night_2003305_aid0001,aid0001,2003-11-01,31,1649,105.0,,,542,2695,,,,288.0,,
QC_Night_2003313_aid0001,aid0001,2003-11-09,81,1649,180.0,,,830,2234,,,,627.0,,
QC_Night_2003321_aid0001,aid0001,2003-11-17,13,1649,227.0,,,518,2872,,,,74.0,,
QC_Night_2003329_aid0001,aid0001,2003-11-25,17,1649,1819.0,,,394,1229,,,,5.0,,
QC_Night_2003337_aid0001,aid0001,2003-12-03,141,1649,58.0,3.0,,988,2925,15.0,5.0,,75.0,,
QC_Night_2003345_aid0001,aid0001,2003-12-11,65,1649,3.0,2.0,,1153,1345,63.0,3.0,2.0,1539.0,45.0,
QC_Night_2003353_aid0001,aid0001,2003-12-19,308,1649,270.0,,,978,2492,9.0,5.0,,112.0,2.0,
QC_Night_2003361_aid0001,aid0001,2003-12-27,38,1649,50.0,,,927,2320,1.0,,,747.0,,
QC_Night_2004001_aid0001,aid0001,2004-01-01,39,1649,36.0,,,907,3038,7.0,1.0,,97.0,,
QC_Night_2004009_aid0001,aid0001,2004-01-09,102,1649,165.0,,,1004,2927,2.0,,,9.0,,
QC_Night_2004017_aid0001,aid0001,2004-01-17,159,1649,2.0,,,1244,2243,312.0,106.0,,141.0,8.0,13.0
QC_Night_2004025_aid0001,aid0001,2004-01-25,1732,1649,,,,1109,674,69.0,7.0,,612.0,26.0,1.0
QC_Night_2004033_aid0001,aid0001,2004-02-02,101,1649,17.0,10.0,,1164,2433,425.0,55.0,,2.0,2.0,
QC_Night_2004041_aid0001,aid0001,2004-02-10,73,1649,18.0,1.0,,1061,2657,185.0,9.0,,209.0,,
QC_Night_2004049_aid0001,aid0001,2004-02-18,34,1649,21.0,,,1041,2318,106.0,2.0,,664.0,11.0,
QC_Night_2004057_aid0001,aid0001,2004-02-26,12,1649,144.0,,,835,2949,3.0,,,4.0,,
QC_Night_2004065_aid0001,aid0001,2004-03-05,30,1649,75.0,,,885,2191,,,,764.0,,
QC_Night_2004073_aid0001,aid0001,2004-03-13,33,1649,294.0,,,945,2728,,,,115.0,,
QC_Night_2004081_aid0001,aid0001,2004-03-21,19,1649,178.0,,,946,2887,2.0,,,41.0,,
QC_Night_2004089_aid0001,aid0001,2004-03-29,95,1649,22.0,,,1037,1661,,,,1358.0,,
QC_Night_2004097_aid0001,aid0001,2004-04-06,24,1649,120.0,,,614,2803,,,1.0,284.0,,
QC_Night_2004105_aid0001,aid0001,2004-04-14,38,1649,14.0,,,798,2153,,,,958.0,,
QC_Night_2004113_aid0001,aid0001,2004-04-22,1419,1649,,,,762,1279,,,,718.0,,
QC_Night_2004121_aid0001,aid0001,2004-04-30,32,1649,30.0,,,904,2200,,,,883.0,,
QC_Night_2004129_aid0001,aid0001,2004-05-08,345,1649,268.0,,,755,2203,,,,352.0,,
QC_Night_2004137_aid0001,aid0001,2004-05-16,68,1649,22.0,,,908,2198,,,,760.0,,
QC_Night_2004145_aid0001,aid0001,2004-05-24,84,1649,72.0,,,865,1797,,,19.0,1185.0,,
QC_Night_2004153_aid0001,aid0001,2004-06-01,2051,1649,,,,840,386,,,,948.0,,
QC_Night_2004161_aid0001,aid0001,2004-06-09,103,1649,464.0,,,679,2108,,,12.0,432.0,,
QC_Night_2004169_aid0001,aid0001,2004-06-17,153,1649,40.0,,,895,1347,,,,1594.0,,
QC_Night_2004177_aid0001,aid0001,2004-06-25,209,1649,2.0,,,1034,854,,,,2085.0,,
QC_Night_2004185_aid0001,aid0001,2004-07-03,45,1649,52.0,,,926,2430,,,,618.0,,
QC_Night_2004193_aid0001,aid0001,2004-07-11,880,1649,,,,1027,558,,,59.0,1694.0,,
QC_Night_2004201_aid0001,aid0001,2004-07-19,1065,1649,41.0,,,901,1440,,,,632.0,,
QC_Night_2004209_aid0001,aid0001,2004-07-27,554,1649,456.0,,,383,1790,,,,345.0,,
QC_Night_2004217_aid0001,aid0001,2004-08-04,37,1649,1170.0,,,481,1833,,,,29.0,,
QC_Night_2004225_aid0001,aid0001,2004-08-12,699,1649,3.0,,,937,1267,,,4.0,1307.0,,
QC_Night_2004233_aid0001,aid0001,2004-08-20,26,1649,24.0,,,950,2368,,,,754.0,,
QC_Night_2004241_aid0001,aid0001,2004-08-28,21,1649,212.0,,,944,2712,,,4.0,205.0,,
QC_Night_2004249_aid0001,aid0001,2004-09-05,39,1649,115.0,,,834,2675,,,,298.0,,
QC_Night_2004257_aid0001,aid0001,2004-09-13,31,1649,64.0,,,975,2358,,,7.0,709.0,,
QC_Night_2004265_aid0001,aid0001,2004-09-21,23,1649,1537.0,,,315,1558,,,,,,
QC_Night_2004273_aid0001,aid0001,2004-09-29,28,1649,67.0,,,793,2587,4.0,,,493.0,,
QC_Night_2004281_aid0001,aid0001,2004-10-07,9,1649,279.0,,,801,2350,,,,507.0,,
QC_Night_2004289_aid0001,aid0001,2004-10-15,80,1649,48.0,,,969,2300,,,,713.0,,
QC_Night_2004297_aid0001,aid0001,2004-10-23,225,1649,208.0,,,1042,2448,,,,251.0,,
QC_Night_2004305_aid0001,aid0001,2004-10-31,73,1649,143.0,,,845,2115,,,,828.0,,
QC_Night_2004313_aid0001,aid0001,2004-11-08,25,1649,57.0,,,953,2683,,,,416.0,,
QC_Night_2004321_aid0001,aid0001,2004-11-16,32,1649,12.0,,,986,2638,,,2.0,515.0,,
QC_Night_2004329_aid0001,aid0001,2004-11-24,42,1649,126.0,1.0,,807,2270,1.0,,,695.0,,
QC_Night_2004337_aid0001,aid0001,2004-12-02,16,1649,141.0,,,659,2878,,,,116.0,,
QC_Night_2004345_aid0001,aid0001,2004-12-10,93,1649,5.0,,,1020,2013,,,,1074.0,,
QC_Night_2004353_aid0001,aid0001,2004-12-18,28,1649,49.0,,,954,3092,15.0,,,21.0,,
QC_Night_2004361_aid0001,aid0001,2004-12-26,188,1649,308.0,13.0,5.0,1022,2576,2.0,4.0,,41.0,,
QC_Night_2005001_aid0001,aid0001,2005-01-01,2510,1649,,3.0,,627,843,47.0,9.0,,187.0,,
QC_Night_2005009_aid0001,aid0001,2005-01-09,2378,1649,,,,744,867,1.0,,,237.0,,
QC_Night_2005017_aid0001,aid0001,2005-01-17,127,1649,28.0,,,1050,2753,7.0,,,265.0,,
QC_Night_2005025_aid0001,aid0001,2005-01-25,230,1649,,,,1151,1814,66.0,,,956.0,14.0,
QC_Night_2005033_aid0001,aid0001,2005-02-02,46,1649,44.0,13.0,5.0,1004,2501,296.0,14.0,,255.0,18.0,
QC_Night_2005041_aid0001,aid0001,2005-02-10,22,1649,474.0,12.0,,902,2645,47.0,,,,,
QC_Night_2005049_aid0001,aid0001,2005-02-18,111,1649,152.0,29.0,2.0,1147,2514,196.0,17.0,,,,
QC_Night_2005057_aid0001,aid0001,2005-02-26,196,1649,14.0,11.0,,1183,2272,460.0,60.0,,3.0,,
QC_Night_2005065_aid0001,aid0001,2005-03-06,28,1649,5.0,7.0,,1006,2649,370.0,33.0,,104.0,4.0,
QC_Night_2005073_aid0001,aid0001,2005-03-14,35,1649,12.0,,,967,2586,43.0,,,553.0,,
QC_Night_2005081_aid0001,aid0001,2005-03-22,29,1649,903.0,,,644,2149,,,,136.0,,
QC_Night_2005089_aid0001,aid0001,2005-03-30,62,1649,366.0,,,828,2287,,,,438.0,,
QC_Night_2005097_aid0001,aid0001,2005-04-07,15,1649,30.0,,,917,1492,,,,1602.0,,
QC_Night_2005105_aid0001,aid0001,2005-04-15,20,1649,26.0,,,855,1447,,,,1656.0,,
QC_Night_2005113_aid0001,aid0001,2005-04-23,86,1649,102.0,,,644,2409,,,1.0,530.0,,
QC_Night_2005121_aid0001,aid0001,2005-05-01,23,1649,54.0,,,901,2155,,,,956.0,,
QC_Night_2005129_aid0001,aid0001,2005-05-09,14,1649,38.0,,,886,1732,,,,1372.0,,
QC_Night_2005137_aid0001,aid0001,2005-05-17,398,1649,20.0,,,857,1466,,,,1325.0,,
QC_Night_2005145_aid0001,aid0001,2005-05-25,2064,1649,4.0,,,849,545,,,,740.0,,
QC_Night_2005153_aid0001,aid0001,2005-06-02,39,1649,1148.0,,,499,1877,,,,52.0,,
QC_Night_2005161_aid0001,aid0001,2005-06-10,80,1649,2072.0,,,394,945,,,,2.0,,
QC_Night_2005169_aid0001,aid0001,2005-06-18,61,1649,5.0,,,1077,1547,,,,1477.0,,
QC_Night_2005177_aid0001,aid0001,2005-06-26,59,1649,250.0,,,672,2700,,,,109.0,,
QC_Night_2005185_aid0001,aid0001,2005-07-04,399,1649,57.0,,,960,1451,,,1.0,1240.0,,
QC_Night_2005193_aid0001,aid0001,2005-07-12,116,1649,927.0,,,677,2103,,,1.0,32.0,,
QC_Night_2005201_aid0001,aid0001,2005-07-20,13,1649,895.0,,,300,2248,,,,,,
QC_Night_2005209_aid0001,aid0001,2005-07-28,26,1649,1133.0,,,383,1911,,,,63.0,,
QC_Night_2005217_aid0001,aid0001,2005-08-05,33,1649,2997.0,,,21,8,,,,,,
QC_Night_2005225_aid0001,aid0001,2005-08-13,79,1649,1837.0,,,175,1063,,,,9.0,,
QC_Night_2005233_aid0001,aid0001,2005-08-21,304,1649,90.0,,,1007,2278,,,,420.0,,
QC_Night_2005241_aid0001,aid0001,2005-08-29,42,1649,10.0,,,837,2202,,,,893.0,,
QC_Night_2005249_aid0001,aid0001,2005-09-06,17,1649,113.0,,,814,2749,,,,242.0,,
QC_Night_2005257_aid0001,aid0001,2005-09-14,26,1649,181.0,,,679,2960,,,1.0,11.0,,
QC_Night_2005265_aid0001,aid0001,2005-09-22,22,1649,48.0,,,930,2468,,,,610.0,,
QC_Night_2005273_aid0001,aid0001,2005-09-30,7,1649,32.0,,,939,2864,,,1.0,222.0,,
QC_Night_2005281_aid0001,aid0001,2005-10-08,2888,1649,,,,422,515,,1.0,,399.0,,2.0
QC_Night_2005289_aid0001,aid0001,2005-10-16,23,1649,49.0,,,844,2057,4.0,,,1038.0,,
QC_Night_2005297_aid0001,aid0001,2005-10-24,18,1649,341.0,6.0,,720,2706,4.0,,,41.0,,
QC_Night_2005305_aid0001,aid0001,2005-11-01,20,1649,275.0,,,432,2824,,,,27.0,,
QC_Night_2005313_aid0001,aid0001,2005-11-09,36,1649,220.0,,,915,2620,,,,234.0,,
QC_Night_2005321_aid0001,aid0001,2005-11-17,21,1649,84.0,,,878,2546,,,,494.0,,
QC_Night_2005329_aid0001,aid0001,2005-11-25,79,1649,17.0,,,971,2147,,,,854.0,,
QC_Night_2005337_aid0001,aid0001,2005-12-03,53,1649,136.0,,,1006,2953,,,,61.0,,
QC_Night_2005345_aid0001,aid0001,2005-12-11,90,1649,10.0,2.0,,1351,1974,228.0,16.0,,522.0,26.0,1.0
QC_Night_2005353_aid0001,aid0001,2005-12-19,43,1649,41.0,1.0,,1028,2993,16.0,,,55.0,,
QC_Night_2005361_aid0001,aid0001,2005-12-27,883,1649,,,,805,844,,14.0,,1677.0,,
QC_Night_2006001_aid0001,aid0001,2006-01-01,666,1649,195.0,,,1034,1598,,2.0,,716.0,,
QC_Night_2006009_aid0001,aid0001,2006-01-09,197,1649,5.0,,,1038,1628,,,,1317.0,,
QC_Night_2006017_aid0001,aid0001,2006-01-17,35,1649,440.0,,,844,2079,1.0,,,644.0,,
QC_Night_2006025_aid0001,aid0001,2006-01-25,24,1649,105.0,,,883,2920,,,,121.0,,
QC_Night_2006033_aid0001,aid0001,2006-02-02,16,1649,33.0,,,972,2772,,,,369.0,,
QC_Night_2006041_aid0001,aid0001,2006-02-10,530,1649,403.0,,,1008,1853,5.0,,,364.0,,
QC_Night_2006049_aid0001,aid0001,2006-02-18,28,1649,203.0,18.0,,966,2912,45.0,1.0,,1.0,,
QC_Night_2006057_aid0001,aid0001,2006-02-26,28,1649,490.0,,,962,2652,,,,,,
QC_Night_2006065_aid0001,aid0001,2006-03-06,120,1649,13.0,,,959,1992,2.0,,,1005.0,1.0,
QC_Night_2006073_aid0001,aid0001,2006-03-14,43,1649,93.0,,,1024,2904,,,,121.0,,
QC_Night_2006081_aid0001,aid0001,2006-03-22,500,1649,5.0,,,933,1235,,,,1462.0,,
QC_Night_2006089_aid0001,aid0001,2006-03-30,13,1649,61.0,,,832,2087,,,,1019.0,,
QC_Night_2006097_aid0001,aid0001,2006-04-07,26,1649,114.0,,,659,2706,,,,392.0,,
QC_Night_2006105_aid0001,aid0001,2006-04-15,166,1649,18.0,,,844,1161,,,,1847.0,,
QC_Night_2006113_aid0001,aid0001,2006-04-23,15,1649,94.0,,,678,2528,,,,485.0,,
QC_Night_2006121_aid0001,aid0001,2006-05-01,41,1649,156.0,,,641,2438,,,,561.0,,
QC_Night_2006129_aid0001,aid0001,2006-05-09,302,1649,157.0,,,988,2045,,,,622.0,,
QC_Night_2006137_aid0001,aid0001,2006-05-17,41,1649,9.0,,,1019,1073,,,,2017.0,,
QC_Night_2006145_aid0001,aid0001,2006-05-25,42,1649,90.0,,,938,2085,,,2.0,919.0,,
QC_Night_2006153_aid0001,aid0001,2006-06-02,2913,1649,,,,492,505,,,,321.0,,
QC_Night_2006161_aid0001,aid0001,2006-06-10,825,1649,6.0,,,1070,667,,,,1610.0,,
QC_Night_2006169_aid0001,aid0001,2006-06-18,73,1649,2442.0,,,422,552,,,,,,
QC_Night_2006177_aid0001,aid0001,2006-06-26,1688,1649,35.0,,,734,852,,,,772.0,,
QC_Night_2006185_aid0001,aid0001,2006-07-04,1080,1649,226.0,,,704,1799,,,,167.0,,
QC_Night_2006193_aid0001,aid0001,2006-07-12,11,1649,1517.0,,,391,1636,,,,3.0,,
